ID,Date,Attack,Target Class,Attack Class,Country,Initial Access
17312,15/01/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,ES,N/A
17313,15/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17314,15/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17315,15/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17316,15/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17317,15/01/2024,Malware,Individual,Cyber Crime,KR,N/A
17318,15/01/2024,DDoS,Multiple Industries,Hacktivism,LT,N/A
17319,15/01/2024,DDoS,Information and communication,Hacktivism,BH,N/A
17320,15/01/2024,Ransomware,Wholesale and retail,Cyber Crime,SE,N/A
17321,15/01/2024,Ransomware,"Professional, scientific and technical",Cyber Crime,FR,N/A
17322,15/01/2024,Ransomware,Manufacturing,Cyber Crime,JP,N/A
17323,15/01/2024,Unknown,Finance and insurance,Cyber Crime,US,N/A
17324,15/01/2024,DDoS,Information and communication,Hacktivism,GB,N/A
17325,15/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17326,15/01/2024,Ransomware,Human health and social work,Cyber Crime,AU,N/A
17327,15/01/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17328,16/01/2024,Malware,Multiple Industries,Cyber Crime,US,N/A
17329,16/01/2024,CVE-2024-0519 Vulnerability,Multiple Industries,N/A,N/A,N/A
17330,16/01/2024,CVE-2023-6548 and CVE-2023-6549 Vulnerabilities,Multiple Industries,N/A,N/A,N/A
17331,16/01/2024,Unknown,Education,Cyber Crime,US,N/A
17332,16/01/2024,Unknown,Education,Cyber Crime,AO,N/A
17333,16/01/2024,Targeted Attack,Information and communication,Cyber Espionage,TG,N/A
17334,16/01/2024,Scam,Individual,Cyber Crime,>1,N/A
17335,16/01/2024,Account Takeover,Finance and insurance,Cyber Crime,US,N/A
17336,16/01/2024,Vulnerability,Fintech,Cyber Crime,N/A,N/A
17337,17/01/2024,Targeted Attack,Education,Cyber Espionage,BE FR IL PS UK US,N/A
17338,17/01/2024,DDoS,"Public admin and defence, social security",Hacktivism,CH,N/A
17339,17/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17340,17/01/2024,Ransomware,Manufacturing,Cyber Crime,TW,N/A
17341,17/01/2024,Unknown,"Electricity, gas steam, air conditioning",Cyber Crime,CA,N/A
17342,17/01/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,IN,N/A
17343,17/01/2024,Unknown,Finance and insurance,Cyber Crime,US,N/A
17344,18/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17345,18/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17346,18/01/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,>1,N/A
17347,18/01/2024,CVE-2023-35082 Vulnerability,Unknown,N/A,N/A,N/A
17348,18/01/2024,Malware,Individual,Cyber Crime,CN,N/A
17349,18/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17350,18/01/2024,CVE-2023-46604 Vulnerability,Multiple Industries,Cyber Crime,>1,N/A
17351,18/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17352,18/01/2024,"Multiple vulnerabilities (Log4Shell CVE-2021-44228, WSO2 CVE-2022-29464, Atlassian Confluence CVE-2022-26134, PaperCut CVE-2023–27350, Apache ActiveMQ CVE-2023-46604",Multiple Industries,Cyber Crime,>1,N/A
17353,18/01/2024,Account Takeover,"Public admin and defence, social security",Cyber Crime,US,N/A
17354,18/01/2024,Ransomware,Manufacturing,Cyber Crime,NL,N/A
17355,18/01/2024,Malware,Multiple Industries,Cyber Crime,PT,N/A
17356,18/01/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17357,18/01/2024,Unknown,Human health and social work,Cyber Crime,AU,N/A
17358,18/01/2024,Scam,Fintech,Cyber Crime,>1,N/A
17359,19/01/2024,CVE-2023-34048 Vulnerability,Multiple Industries,N/A,N/A,N/A
17360,19/01/2024,CVE-2023-34048 Vulnerability,Multiple Industries,Cyber Espionage,>1,N/A
17361,19/01/2024,Unknown Vulnerability,Fintech,Cyber Crime,AR,N/A
17362,19/01/2024,Password Spray,"Professional, scientific and technical",Cyber Espionage,US,N/A
17363,19/01/2024,Unknown,Manufacturing,Cyber Crime,RU,N/A
17364,19/01/2024,Credential Stuffing,Accommodation and food service,Cyber Crime,US,N/A
17365,19/01/2024,Ransomware,"Water supply, waste mgmt, remediation",Cyber Crime,US,N/A
17366,19/01/2024,Traffic Distribution System (TDS),Multiple Industries,Cyber Crime,>1,N/A
17367,19/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17368,19/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17369,19/01/2024,Account Takeover,Transportation and storage,Cyber Crime,ZA,N/A
17370,19/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,GB,N/A
17371,19/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,GB,N/A
17372,19/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,GB,N/A
17373,19/01/2024,Unknown,Education,Cyber Crime,US,N/A
17374,19/01/2024,Malware,Multiple Industries,Cyber Crime,UA,N/A
17375,19/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17376,19/01/2024,Unknown,Fintech,Cyber Crime,US,N/A
17377,19/01/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17378,19/01/2024,Unknown,Administration and support service,Cyber Crime,US,N/A
17379,19/01/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17380,19/01/2024,Unknown,Finance and insurance,Cyber Crime,US,N/A
17381,19/01/2024,Ransomware,Human health and social work,Cyber Crime,US,N/A
17382,20/01/2024,Deepfake,Individual,Cyber Crime,US,N/A
17383,20/01/2024,Ransomware,Education,Cyber Crime,US,N/A
17384,20/01/2024,Ransomware,Education,Cyber Crime,US,N/A
17385,21/01/2024,Account Takeover,Individual,Cyber Crime,>1,N/A
17386,21/01/2024,Ransomware,"Professional, scientific and technical",Cyber Crime,SE,N/A
17387,21/01/2024,Ransomware,Accommodation and food service,Cyber Crime,US,N/A
17388,21/01/2024,DDoS,Finance and insurance,Cyber Warfare,UA,N/A
17389,21/01/2024,Ransomware,Education,Cyber Crime,GB,N/A
17390,22/01/2024,CVE-2023-22527 Vulnerability,Multiple Industries,N/A,N/A,N/A
17391,22/01/2024,Malware,Fintech,Cyber Crime,DE US,N/A
17392,22/01/2024,CVE-2024-23222 Vulnerability,Multiple Industries,N/A,N/A,N/A
17393,22/01/2024,Targeted Attack,Information and communication,Cyber Espionage,KR,N/A
17394,22/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17395,22/01/2024,Unknown,Human health and social work,Cyber Crime,TH,N/A
17396,22/01/2024,Unknown,Wholesale and retail,Cyber Crime,TH,N/A
17397,22/01/2024,Unknown,Unknown,Cyber Crime,TH,N/A
17398,22/01/2024,Unknown,Other service activities,Cyber Crime,TH,N/A
17399,22/01/2024,Unknown,Education,Cyber Crime,TH,N/A
17400,22/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,TH,N/A
17401,22/01/2024,Unknown,"Electricity, gas steam, air conditioning",Cyber Crime,TH,N/A
17402,22/01/2024,Unknown,Fintech,Cyber Crime,TH,N/A
17403,22/01/2024,Unknown,Administration and support service,Cyber Crime,TH,N/A
17404,22/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,TH,N/A
17405,22/01/2024,Unknown,Human health and social work,Cyber Crime,TH,N/A
17406,22/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,TH,N/A
17407,22/01/2024,Account Takeover,Multiple Industries,Cyber Crime,IT,N/A
17408,22/01/2024,Unknown,"Arts entertainment, recreation",Cyber Crime,IN,N/A
17409,22/01/2024,Unknown,"Arts entertainment, recreation",Cyber Crime,IN,N/A
17410,22/01/2024,Ransomware,Education,Cyber Crime,US,N/A
17411,22/01/2024,Malware,Individual,Cyber Crime,IN,N/A
17412,22/01/2024,Weaponized legitimate software,Human health and social work,Cyber Crime,US,N/A
17413,22/01/2024,Unknown,Education,Cyber Crime,US,N/A
17414,23/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17415,23/01/2024,API Vulnerability,"Professional, scientific and technical",Cyber Crime,AU,N/A
17416,23/01/2024,Traffic Distribution System (TDS),Multiple Industries,Cyber Crime,>1,N/A
17417,23/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17418,23/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17419,23/01/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,MM,N/A
17420,23/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17421,23/01/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17422,23/01/2024,Ransomware,"Water supply, waste mgmt, remediation",Cyber Crime,UK,N/A
17423,23/01/2024,Scam,Finance and insurance,Cyber Crime,UAE,N/A
17424,23/01/2024,Malicious Script Injection,Wholesale and retail,Cyber Crime,GB PK UAE,N/A
17425,23/01/2024,Vulnerability,Fintech,Cyber Crime,>1,N/A
17426,24/01/2024,Unknown,"Public admin and defence, social security",Hacktivism,RU,N/A
17427,24/01/2024,Ransomware,Fintech,Cyber Crime,US,N/A
17428,24/01/2024,Targeted Attack,Multiple Industries,Cyber Espionage,>1,N/A
17429,24/01/2024,Ransomware,Transportation and storage,Cyber Crime,US,N/A
17430,24/01/2024,Account Takeover,"Professional, scientific and technical",Cyber Espionage,US,N/A
17431,24/01/2024,Targeted Attack,Multiple Industries,Cyber Espionage,JP,N/A
17432,24/01/2024,Malware,Finance and insurance,Cyber Crime,MX,N/A
17433,24/01/2024,Unknown,Administration and support service,Cyber Crime,GB,N/A
17434,24/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,US,N/A
17435,24/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,US,N/A
17436,24/01/2024,Malware,Individual,Cyber Crime,>1,N/A
17437,24/01/2024,Malware,Multiple Industries,Cyber Crime,KR,N/A
17438,24/01/2024,Account Takeover,"Professional, scientific and technical",Cyber Crime,US,N/A
17439,24/01/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17440,25/01/2024,CVE-2023-6933 Vulnerability,Multiple Industries,Cyber Crime,>1,N/A
17441,25/01/2024,">1 (Password Spray, Account takeover via malicious OAuth applications)",Multiple Industries,Cyber Espionage,>1,N/A
17442,25/01/2024,Malvertising,Individual,Cyber Crime,CN,N/A
17443,25/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17444,25/01/2024,DDoS,"Electricity, gas steam, air conditioning",Cyber Warfare,UA,N/A
17445,25/01/2024,DDoS,Transportation and storage,Cyber Warfare,UA,N/A
17446,25/01/2024,DDoS,Transportation and storage,Cyber Warfare,UA,N/A
17447,25/01/2024,DDoS,"Public admin and defence, social security",Cyber Warfare,UA,N/A
17448,25/01/2024,Unknown,"Arts entertainment, recreation",Hacktivism,IL,N/A
17449,25/01/2024,Unknown,Administration and support service,Cyber Crime,US,N/A
17450,25/01/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17451,26/01/2024,Unknown,Finance and insurance,Cyber Crime,US,N/A
17452,26/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17453,26/01/2024,Account Takeover,"Arts entertainment, recreation",Cyber Crime,US,N/A
17454,26/01/2024,SIM-swapping,Finance and insurance,Cyber Crime,US,N/A
17455,27/01/2024,Account Takeover,"Public admin and defence, social security",Cyber Crime,CO,N/A
17456,27/01/2024,Vulnerability,Fintech,Cyber Crime,KR,N/A
17457,28/01/2024,CVE-2024-23897 and CVE-2024-23898 Vulnerabilities,Multiple Industries,Cyber Crime,>1,N/A
17458,28/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17459,28/01/2024,Unknown,Education,Cyber Crime,US,N/A
17460,29/01/2024,Scam,Individual,Cyber Crime,US,N/A
17461,29/01/2024,Ransomware,Manufacturing,Cyber Crime,FR,N/A
17462,29/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17463,29/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17464,29/01/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,US,N/A
17465,29/01/2024,Malware,Extraterritorial orgs and bodies,Cyber Crime,INT,N/A
17466,29/01/2024,Scam,Individual,Cyber Crime,>1,N/A
17467,29/01/2024,Ransomware,Multiple Industries,Cyber Crime,IL UK US,N/A
17468,29/01/2024,DDoS,"Public admin and defence, social security",Cyber Warfare,UA,N/A
17469,29/01/2024,Account Takeover,"Professional, scientific and technical",Cyber Crime,US,N/A
17470,29/01/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,IT,N/A
17471,29/01/2024,CVE-2020-3259 Vulnerability,Multiple Industries,Cyber Crime,>1,N/A
17472,29/01/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,ES,N/A
17473,30/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17474,30/01/2024,Malware,Multiple Industries,Cyber Crime,IT,N/A
17475,30/01/2024,Unknown,Unknown,Cyber Crime,IN,N/A
17476,30/01/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,RO,N/A
17477,30/01/2024,Unknown,"Public admin and defence, social security",Cyber Crime,CA,N/A
17478,30/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17479,30/01/2024,Malware,Finance and insurance,Cyber Crime,US,N/A
17480,30/01/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17481,30/01/2024,Ransomware,Human health and social work,Cyber Crime,US,N/A
17482,30/01/2024,Unknown,"Professional, scientific and technical",Cyber Crime,US,N/A
17483,30/01/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17484,30/01/2024,Unknown,Finance and insurance,Cyber Crime,US,N/A
17485,31/01/2024,CVE-2024-21893 Vulnerability,Multiple Industries,N/A,N/A,N/A
17486,31/01/2024,CVE-2022-48618 Vulnerability,Multiple Industries,N/A,N/A,N/A
17487,31/01/2024,Account Takeover,Other service activities,N/A,CN,N/A
17488,31/01/2024,Malware,Multiple Industries,Cyber Crime,UA,N/A
17489,31/01/2024,NTLM v2 Hash Relay,Multiple Industries,Cyber Espionage,>1,N/A
17490,31/01/2024,Account Takeover,Fintech,Cyber Crime,US,N/A
17491,31/01/2024,Ransomware,Human health and social work,Cyber Crime,US,N/A
17492,31/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17493,31/01/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17494,31/01/2024,Unknown Vulnerability,Finance and insurance,Cyber Crime,BR,N/A
17495,31/01/2024,Account Takeover,Human health and social work,Cyber Crime,US,N/A
17496,31/01/2024,Account Takeover,Finance and insurance,Cyber Crime,US,N/A
17497,31/01/2024,Unknown,Education,Cyber Crime,US,N/A
17498,31/01/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17499,01/02/2024,Malware,Individual,Cyber Espionage,PK,N/A
17500,01/02/2024,Account Takeover,"Professional, scientific and technical",Cyber Espionage,US,N/A
17501,01/02/2024,>1,Multiple Industries,Cyber Crime,>1,N/A
17502,01/02/2024,Unknown,"Professional, scientific and technical",Cyber Crime,US,N/A
17503,01/02/2024,Unknown,"Professional, scientific and technical",Cyber Crime,US,N/A
17504,01/02/2024,Malware,Individual,Cyber Espionage,JO,N/A
17505,01/02/2024,Account Takeover,Individual,Cyber Espionage,GB,N/A
17506,01/02/2024,CVE-2021-44228 Vulnerability,Multiple Industries,Cyber Crime,>1,N/A
17507,01/02/2024,Unknown,"Public admin and defence, social security",Hacktivism,AL,N/A
17508,01/02/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,ES,N/A
17509,01/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17510,01/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17511,01/02/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17512,01/02/2024,DDoS,Transportation and storage,Hacktivism,UAE,N/A
17513,01/02/2024,Ransomware,Education,Cyber Crime,US,N/A
17514,02/02/2024,Unknown,"Professional, scientific and technical",N/A,DE US,N/A
17515,02/02/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,PH,N/A
17516,02/02/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,US,N/A
17517,02/02/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,UA,N/A
17518,02/02/2024,Business Email Compromise,"Public admin and defence, social security",Cyber Crime,US,N/A
17519,02/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17520,02/02/2024,Vulnerability,Finance and insurance,Cyber Crime,US,N/A
17521,02/02/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17522,02/02/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17523,02/02/2024,Ransomware,Human health and social work,Cyber Crime,US,N/A
17524,02/02/2024,Unknown,Education,Cyber Crime,US,N/A
17525,04/02/2024,CVE-2024-21893 Vulnerability,Multiple Industries,N/A,>1,N/A
17526,04/02/2024,DDoS,"Public admin and defence, social security",N/A,US,N/A
17527,04/02/2024,Deepfake,Unknown,Cyber Crime,HK,N/A
17528,05/02/2024,Unknown,Transportation and storage,Cyber Crime,US,N/A
17529,05/02/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,JP,N/A
17530,05/02/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17531,05/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17532,05/02/2024,Unknown,Finance and insurance,Cyber Crime,US,N/A
17533,06/02/2024,SQLi XSS,"Professional, scientific and technical",Cyber Crime,AU CN IN TH TW VN,N/A
17534,06/02/2024,Account Takeover,Human health and social work,Cyber Crime,FR,N/A
17535,06/02/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,AT,N/A
17536,06/02/2024,Ransomware,Other service activities,Cyber Crime,US,N/A
17537,06/02/2024,Vulnerability,Individual,Cyber Espionage,ID,N/A
17538,06/02/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17539,06/02/2024,Vulnerability,Education,Cyber Crime,GB,N/A
17540,06/02/2024,Vulnerability,Information and communication,Cyber Crime,RO,N/A
17541,06/02/2024,Unknown,Information and communication,Cyber Crime,RO,N/A
17542,07/02/2024,Account Takeover,Human health and social work,Cyber Crime,FR,N/A
17543,07/02/2024,Targeted Attack,"Water supply, waste mgmt, remediation",Cyber Espionage,US,N/A
17544,07/02/2024,Malware,Individual,Cyber Crime,>1,N/A
17545,07/02/2024,Malware,Individual,Cyber Crime,>1,N/A
17546,07/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17547,07/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17548,07/02/2024,CVE-2023-4762 Vulnerability,Unknown,N/A,N/A,N/A
17549,07/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17550,07/02/2024,Targeted Attack,Multiple Industries,Cyber Espionage,KR,N/A
17551,07/02/2024,Malware,Individual,Cyber Crime,KR,N/A
17552,07/02/2024,Malware,Individual,Cyber Crime,DE,N/A
17553,08/02/2024,Ransomware,Manufacturing,Cyber Crime,DE,N/A
17554,08/02/2024,CVE-2024-21762 Vulnerability,Unknown,N/A,N/A,N/A
17555,08/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17556,08/02/2024,CVE-2024-21893 Vulnerability,Unknown,N/A,N/A,N/A
17557,08/02/2024,Targeted Attack,Human health and social work,Cyber Espionage,SA,N/A
17558,08/02/2024,Malware,Finance and insurance,Cyber Crime,BR,N/A
17559,08/02/2024,Account Takeover,Individual,Cyber Crime,>1,N/A
17560,08/02/2024,Unknown,"Professional, scientific and technical",Hacktivism,IL,N/A
17561,09/02/2024,CVE-2022-42475 and CVE-2023-27997 Vulnerabilities,"Professional, scientific and technical",Cyber Espionage,NL,N/A
17562,09/02/2024,Scam,Individual,Cyber Crime,US,N/A
17563,09/02/2024,CVE-2024-22024 Vulnerability,Unknown,N/A,N/A,N/A
17564,09/02/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17565,09/02/2024,Stolen private Key,Fintech,Cyber Crime,KR,N/A
17566,09/02/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17567,09/02/2024,Unknown,Human health and social work,Cyber Crime,US,N/A
17568,09/02/2024,Ransomware,Human health and social work,Cyber Crime,US,N/A
17569,11/02/2024,Ransomware,Human health and social work,Cyber Crime,FR,N/A
17570,12/02/2024,Ransomware,Human health and social work,Cyber Crime,RO,N/A
17571,12/02/2024,CVE-2023-43770 Vulnerability,Unknown,N/A,N/A,N/A
17572,12/02/2024,Account Takeover,Multiple Industries,Cyber Crime,>1,N/A
17573,12/02/2024,Vulnerability,"Professional, scientific and technical",Cyber Crime,IL,N/A
17574,12/02/2024,Unknown,"Public admin and defence, social security",Hacktivism,LB,N/A
17575,12/02/2024,Vulnerability,"Professional, scientific and technical",Hacktivism,VN,N/A
17576,12/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",Cyber Warfare,US,N/A
17577,12/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17578,12/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",Cyber Warfare,>1,N/A
17579,12/02/2024,Malware,Finance and insurance,Cyber Crime,EU US,N/A
17580,12/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17581,12/02/2024,Unknown,"Public admin and defence, social security",Cyber Crime,IQ,N/A
17582,12/02/2024,Unknown,Administration and support service,Cyber Crime,US,N/A
17583,12/02/2024,Account Takeover,Human health and social work,Cyber Crime,US,N/A
17584,12/02/2024,Ransomware,"Public admin and defence, social security",Cyber Crime,US,N/A
17585,12/02/2024,Unknown,Finance and insurance,Cyber Crime,CA,N/A
17586,12/02/2024,Ransomware,Education,Cyber Crime,US,N/A
17587,12/02/2024,Malware,"Public admin and defence, social security",Cyber Crime,US,N/A
17588,13/02/2024,Malware,Multiple Industries,Cyber Crime,US,N/A
17589,13/02/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17590,13/02/2024,Unknown,"Professional, scientific and technical",Cyber Crime,N/A,N/A
17591,13/02/2024,CVE-2024-21412 Vulnerability,Finance and insurance,Cyber Crime,>1,N/A
17592,13/02/2024,Unknown,Manufacturing,Cyber Crime,DE,N/A
17593,13/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17594,13/02/2024,Malware,Individual,Cyber Espionage,PL,N/A
17595,13/02/2024,Targeted Attack,Individual,Cyber Espionage,>1,N/A
17596,13/02/2024,Malware,Multiple Industries,Cyber Crime,KR,N/A
17597,13/02/2024,Ransomware,Manufacturing,Cyber Crime,US,N/A
17598,13/02/2024,CVE-2023-22515 Vulnerability,"Professional, scientific and technical",Cyber Crime,US,N/A
17599,13/02/2024,Unknown,Wholesale and retail,Cyber Crime,US,N/A
17600,13/02/2024,Unknown,Administration and support service,Cyber Crime,US,N/A
17601,14/02/2024,Ransomware,"Electricity, gas steam, air conditioning",Cyber Crime,CA,N/A
17602,14/02/2024,CVE-2024-21410 Vulnerability,Unknown,N/A,N/A,N/A
17603,14/02/2024,Account Takeover,Other service activities,N/A,RU,N/A
17604,14/02/2024,Ransomware,Multiple Industries,Cyber Crime,>1,N/A
17605,14/02/2024,Account Takeover,"Public admin and defence, social security",Cyber Espionage,KR,N/A
17606,14/02/2024,Weaponized legitimate software,Multiple Industries,Cyber Crime,>1,N/A
17607,14/02/2024,Malware,Individual,Cyber Crime,KR,N/A
17608,14/02/2024,Ransomware,Multiple Industries,Cyber Crime,ES FR,N/A
17609,14/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17610,14/02/2024,CVE-2024-21351 Vulnerability,Unknown,N/A,N/A,N/A
17611,14/02/2024,Unknown,Real estate,Cyber Crime,US,N/A
17612,14/02/2024,Account Takeover,Human health and social work,Cyber Crime,US,N/A
17613,14/02/2024,Unknown,Wholesale and retail,Cyber Crime,US,N/A
17614,14/02/2024,Account Takeover,Administration and support service,Cyber Crime,US,N/A
17615,14/02/2024,DDoS,"Professional, scientific and technical",Hacktivism,US,N/A
17616,15/02/2024,Malware,Individual,Cyber Crime,TH VN,N/A
17617,15/02/2024,Targeted Attack,Multiple Industries,Cyber Espionage,>1,N/A
17618,15/02/2024,Malware,Individual,Cyber Crime,CA US,N/A
17619,15/02/2024,Ransomware,"Professional, scientific and technical",Cyber Crime,DE,N/A
17620,15/02/2024,Targeted Attack,Transportation and storage,Cyber Warfare,IR,N/A
17621,15/02/2024,Account Takeover,"Public admin and defence, social security",N/A,US,N/A
17622,15/02/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,EU,N/A
17623,15/02/2024,Malware,Fintech,Cyber Crime,>1,N/A
17624,15/02/2024,Scam,Individual,Cyber Crime,>1,N/A
17625,15/02/2024,Malware,Multiple Industries,Cyber Espionage,>1,N/A
17626,15/02/2024,Malware,Multiple Industries,Cyber Espionage,>1,N/A
17627,15/02/2024,Malware,Multiple Industries,Cyber Espionage,FR DE IT MT MX OM TN TR US ZM,N/A
17628,15/02/2024,Malware,Multiple Industries,Cyber Espionage,>1,N/A
17629,15/02/2024,Malware,Multiple Industries,Cyber Espionage,>1,N/A
17630,15/02/2024,Malware,Multiple Industries,Cyber Espionage,>1,N/A
17631,15/02/2024,Malware,Multiple Industries,Cyber Espionage,>1,N/A
17632,15/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",Cyber Warfare,US,N/A
17633,15/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",Cyber Warfare,MM,N/A
17634,15/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",Cyber Warfare,UA KZ,N/A
17635,15/02/2024,Account Takeover,Multiple Industries,Cyber Crime,US,N/A
17636,15/02/2024,Ransomware,Finance and insurance,Cyber Crime,US,N/A
17637,15/02/2024,Zoombombing,"Public admin and defence, social security",Cyber Crime,US,N/A
17638,16/02/2024,XSS,"Public admin and defence, social security",Cyber Espionage,BY GE UA,N/A
17639,16/02/2024,Malware,Fintech,Cyber Crime,>1,N/A
17640,18/02/2024,Account Takeover,Information and communication,Cyber Warfare,UA,N/A
17641,18/02/2024,Unknown,Transportation and storage,Cyber Warfare,IL,N/A
17642,19/02/2024,Malware,Finance and insurance,Cyber Crime,CZ DE ES GB SI SK,N/A
17643,19/02/2024,CVE-2024-25600 Vulnerability,Multiple Industries,Cyber Crime,>1,N/A
17644,19/02/2024,Targeted Attack,"Professional, scientific and technical",Cyber Espionage,N/A,N/A
17645,19/02/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,N/A,N/A
17646,19/02/2024,Scam,Fintech,Cyber Crime,>1,N/A
17647,19/02/2024,DDoS,Education,Hacktivism,GB,N/A
17648,19/02/2024,DDoS,Education,Hacktivism,GB,N/A
17649,19/02/2024,Malware,Fintech,Cyber Crime,N/A,N/A
17650,20/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17651,20/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17652,20/02/2024,Malware,Finance and insurance,Cyber Crime,>1,N/A
17653,20/02/2024,Targeted Attack,"Public admin and defence, social security",Cyber Espionage,TW VN MY >1,N/A
17654,20/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17655,20/02/2024,Malware,Multiple Industries,Cyber Crime,>1,N/A
17656,20/02/2024,Scam,Individual,Cyber Crime,CN,N/A
17657,20/02/2024,Targeted Attack,Manufacturing,Cyber Crime,>1,N/A
17658,21/02/2024,CVE-2024-1708 and CVE-2024-1709 Vulnerabilities,Multiple Industries,N/A,N/A,N/A
17659,21/02/2024,Ransomware,Human health and social work,Cyber Crime,US,N/A
