ID,Date,Attack,Target Class,Attack Class,Alpha 2,Initial Access,Event,WCCI Rank,Country,WCI Score
17491,31/01/2024,Ransomware,Human health and social work,CC,US,,P,4.0,United States,25.01
17494,31/01/2024,Unknown Vulnerability,Finance and insurance,CC,BR,,P,9.0,Brazil,8.93
17495,31/01/2024,Account Takeover,Human health and social work,CC,US,,P,4.0,United States,25.01
17496,31/01/2024,Account Takeover,Finance and insurance,CC,US,,P,4.0,United States,25.01
17497,31/01/2024,Unknown,Education,CC,US,,P,4.0,United States,25.01
17498,31/01/2024,Unknown,Human health and social work,CC,US,,P,4.0,United States,25.01
17499,01/02/2024,Malware,Individual,CE,PK,,,44.0,Pakistan,0.51
17500,01/02/2024,Account Takeover,"Professional, scientific and technical",CE,US,,,4.0,United States,25.01
17502,01/02/2024,Unknown,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17503,01/02/2024,Unknown,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17505,01/02/2024,Account Takeover,Individual,CE,GB,,,8.0,United Kingdom,9.01
17508,01/02/2024,Ransomware,"Public admin and defence, social security",CC,ES,,,66.0,Spain,0.27
17511,01/02/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17513,01/02/2024,Ransomware,Education,CC,US,,,4.0,United States,25.01
17515,02/02/2024,Targeted Attack,"Public admin and defence, social security",CE,PH,,,27.0,Philippines,1.24
17516,02/02/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17517,02/02/2024,Targeted Attack,"Public admin and defence, social security",CE,UA,,,2.0,Ukraine,36.44
17518,02/02/2024,Business Email Compromise,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17520,02/02/2024,Vulnerability,Finance and insurance,CC,US,,,4.0,United States,25.01
17521,02/02/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
17522,02/02/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17523,02/02/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17524,02/02/2024,Unknown,Education,CC,US,,,4.0,United States,25.01
17526,04/02/2024,DDoS,"Public admin and defence, social security",,US,,,4.0,United States,25.01
17528,05/02/2024,Unknown,Transportation and storage,CC,US,,,4.0,United States,25.01
17529,05/02/2024,Targeted Attack,"Public admin and defence, social security",CE,JP,,,93.0,Japan,0.11
17530,05/02/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
17532,05/02/2024,Unknown,Finance and insurance,CC,US,,,4.0,United States,25.01
17534,06/02/2024,Account Takeover,Human health and social work,CC,FR,,,29.0,France,1.17
17536,06/02/2024,Ransomware,Other service activities,CC,US,,,4.0,United States,25.01
17537,06/02/2024,Vulnerability,Individual,CE,ID,,,29.0,Indonesia,1.17
17538,06/02/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
17539,06/02/2024,Vulnerability,Education,CC,GB,,,8.0,United Kingdom,9.01
17540,06/02/2024,Vulnerability,Information and communication,CC,RO,,,6.0,Romania,14.83
17541,06/02/2024,Unknown,Information and communication,CC,RO,,,6.0,Romania,14.83
17542,07/02/2024,Account Takeover,Human health and social work,CC,FR,,,29.0,France,1.17
17543,07/02/2024,Targeted Attack,"Water supply, waste mgmt, remediation",CE,US,,,4.0,United States,25.01
17550,07/02/2024,Targeted Attack,Multiple Industries,CE,KR,,,36.0,South Korea,0.79
17551,07/02/2024,Malware,Individual,CC,KR,,,36.0,South Korea,0.79
17552,07/02/2024,Malware,Individual,CC,DE,,,18.0,Germany,2.17
17553,08/02/2024,Ransomware,Manufacturing,CC,DE,,,18.0,Germany,2.17
17558,08/02/2024,Malware,Finance and insurance,CC,BR,,,9.0,Brazil,8.93
17560,08/02/2024,Unknown,"Professional, scientific and technical",H,IL,,,16.0,Israel,2.51
17561,09/02/2024,CVE-2022-42475 and CVE-2023-27997 Vulnerabilities,"Professional, scientific and technical",CE,NL,,,19.0,Netherlands,1.92
17562,09/02/2024,Scam,Individual,CC,US,,,4.0,United States,25.01
17564,09/02/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17565,09/02/2024,Stolen private Key,Fintech,CC,KR,,,36.0,South Korea,0.79
17567,09/02/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
17568,09/02/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17569,11/02/2024,Ransomware,Human health and social work,CC,FR,,,29.0,France,1.17
17570,12/02/2024,Ransomware,Human health and social work,CC,RO,,,6.0,Romania,14.83
17573,12/02/2024,Vulnerability,"Professional, scientific and technical",CC,IL,,,16.0,Israel,2.51
17574,12/02/2024,Unknown,"Public admin and defence, social security",H,LB,,,61.0,Lebanon,0.33
17575,12/02/2024,Vulnerability,"Professional, scientific and technical",H,VN,,,22.0,Vietnam,1.59
17576,12/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",CW,US,,,4.0,United States,25.01
17582,12/02/2024,Unknown,Administration and support service,CC,US,,,4.0,United States,25.01
17583,12/02/2024,Account Takeover,Human health and social work,CC,US,,,4.0,United States,25.01
17584,12/02/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17585,12/02/2024,Unknown,Finance and insurance,CC,CA,,,25.0,Canada,1.34
17586,12/02/2024,Ransomware,Education,CC,US,,,4.0,United States,25.01
17587,12/02/2024,Malware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17588,13/02/2024,Malware,Multiple Industries,CC,US,,,4.0,United States,25.01
17589,13/02/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17592,13/02/2024,Unknown,Manufacturing,CC,DE,,,18.0,Germany,2.17
17594,13/02/2024,Malware,Individual,CE,PL,,,17.0,Poland,2.22
17596,13/02/2024,Malware,Multiple Industries,CC,KR,,,36.0,South Korea,0.79
17597,13/02/2024,Ransomware,Manufacturing,CC,US,,,4.0,United States,25.01
17598,13/02/2024,CVE-2023-22515 Vulnerability,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17599,13/02/2024,Unknown,Wholesale and retail,CC,US,,,4.0,United States,25.01
17600,13/02/2024,Unknown,Administration and support service,CC,US,,,4.0,United States,25.01
17601,14/02/2024,Ransomware,"Electricity, gas steam, air conditioning",CC,CA,,,25.0,Canada,1.34
17603,14/02/2024,Account Takeover,Other service activities,,RU,,,1.0,Russia,58.39
17605,14/02/2024,Account Takeover,"Public admin and defence, social security",CE,KR,,,36.0,South Korea,0.79
17607,14/02/2024,Malware,Individual,CC,KR,,,36.0,South Korea,0.79
17611,14/02/2024,Unknown,Real estate,CC,US,,,4.0,United States,25.01
17612,14/02/2024,Account Takeover,Human health and social work,CC,US,,,4.0,United States,25.01
17613,14/02/2024,Unknown,Wholesale and retail,CC,US,,,4.0,United States,25.01
17614,14/02/2024,Account Takeover,Administration and support service,CC,US,,,4.0,United States,25.01
17615,14/02/2024,DDoS,"Professional, scientific and technical",H,US,,,4.0,United States,25.01
17619,15/02/2024,Ransomware,"Professional, scientific and technical",CC,DE,,,18.0,Germany,2.17
17620,15/02/2024,Targeted Attack,Transportation and storage,CW,IR,,,11.0,Iran,4.78
17621,15/02/2024,Account Takeover,"Public admin and defence, social security",,US,,,4.0,United States,25.01
17632,15/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",CW,US,,,4.0,United States,25.01
17633,15/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",CW,MM,,,43.0,Myanmar,0.51
17635,15/02/2024,Account Takeover,Multiple Industries,CC,US,,,4.0,United States,25.01
17636,15/02/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17637,15/02/2024,Zoombombing,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17640,18/02/2024,Account Takeover,Information and communication,CW,UA,,,2.0,Ukraine,36.44
17641,18/02/2024,Unknown,Transportation and storage,CW,IL,,,16.0,Israel,2.51
17647,19/02/2024,DDoS,Education,H,GB,,,8.0,United Kingdom,9.01
17648,19/02/2024,DDoS,Education,H,GB,,,8.0,United Kingdom,9.01
17656,20/02/2024,Scam,Individual,CC,CN,,,3.0,China,27.86
17659,21/02/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17660,21/02/2024,Spam,Individual,CW,UA,,,2.0,Ukraine,36.44
17662,21/02/2024,Malware,Multiple Industries,CC,VN,,,22.0,Vietnam,1.59
17663,21/02/2024,Targeted Attack,"Public admin and defence, social security",CE,RU,,,1.0,Russia,58.39
17668,21/02/2024,Account Takeover,Human health and social work,CC,US,,,4.0,United States,25.01
17669,22/02/2024,CVE-2024-1709 Vulnerability,Unknown,,US,,,4.0,United States,25.01
17671,22/02/2024,Account Takeover,Transportation and storage,CC,US,,,4.0,United States,25.01
17673,22/02/2024,Unknown,"Professional, scientific and technical",CC,CN,,,3.0,China,27.86
17678,22/02/2024,Ransomware,Accommodation and food service,CC,US,,,4.0,United States,25.01
17680,23/02/2024,Ransomware,Manufacturing,CC,DE,,,18.0,Germany,2.17
17683,23/02/2024,Account Takeover,Finance and insurance,CC,US,,,4.0,United States,25.01
17684,23/02/2024,Vulnerability,Transportation and storage,CC,US,,,4.0,United States,25.01
17686,23/02/2024,Ransomware,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17687,23/02/2024,Targeted Attack,Multiple Industries,CE,KR,,,36.0,South Korea,0.79
17691,26/02/2024,Malware,Unknown,CE,UA,,,2.0,Ukraine,36.44
17692,26/02/2024,Ransomware,Human health and social work,CC,DE,,,18.0,Germany,2.17
17694,26/02/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17695,26/02/2024,Ransomware,Administration and support service,CC,CH,,,41.0,Switzerland,0.55
17698,26/02/2024,Malware,Multiple Industries,CC,KR,,,36.0,South Korea,0.79
17703,27/02/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17704,27/02/2024,Unknown,Manufacturing,CC,US,,,4.0,United States,25.01
17707,27/02/2024,Malware,Individual,CC,MX,,,33.0,Mexico,0.98
17710,27/02/2024,Unknown,Education,CC,DE,,,18.0,Germany,2.17
17713,27/02/2024,Coordinated Inauthentic Behavior,"Public admin and defence, social security",CW,UA,,,2.0,Ukraine,36.44
17715,27/02/2024,Business Email Compromise,Wholesale and retail,CC,HU,,,81.0,Hungary,0.15
17716,27/02/2024,Ransomware,"Public admin and defence, social security",CC,SE,,,71.0,Sweden,0.21
17719,28/02/2024,Malware,Multiple Industries,CC,JP,,,93.0,Japan,0.11
17723,28/02/2024,Unknown,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17724,28/02/2024,Malware,Finance and insurance,CC,IN,,,10.0,India,6.13
17732,29/02/2024,Unknown,Accommodation and food service,CC,US,,P,4.0,United States,25.01
17733,29/02/2024,CVE-2023-29360 Vulnerability,Unknown,,US,,P,4.0,United States,25.01
17734,29/02/2024,"CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, CVE-2024-21893, CVE-2024-22024 Vulnerabilities","Public admin and defence, social security",,US,,P,4.0,United States,25.01
17735,29/02/2024,Ransomware,Multiple Industries,CC,US,,P,4.0,United States,25.01
17738,29/02/2024,Unknown,"Water supply, waste mgmt, remediation",CC,US,,P,4.0,United States,25.01
17743,01/03/2024,Ransomware,"Water supply, waste mgmt, remediation",CC,US,,,4.0,United States,25.01
17746,04/03/2024,Unknown,Fintech,CC,US,,,4.0,United States,25.01
17750,04/03/2024,Targeted Attack,Manufacturing,CE,KR,,,36.0,South Korea,0.79
17751,04/03/2024,Unknown,"Public admin and defence, social security",CW,RU,,,1.0,Russia,58.39
17752,04/03/2024,Malware,Finance and insurance,CC,BR,,,9.0,Brazil,8.93
17753,04/03/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17754,04/03/2024,Unknown,Education,CC,US,,,4.0,United States,25.01
17755,04/03/2024,Unknown,"Public admin and defence, social security",CW,DE,,,18.0,Germany,2.17
17757,05/03/2024,Unknown,"Public admin and defence, social security",CC,CA,,,25.0,Canada,1.34
17766,05/03/2024,Flash Loan,Fintech,CC,AR,,,83.0,Argentina,0.14
17772,07/03/2024,Account Takeover,Education,CC,US,,,4.0,United States,25.01
17774,07/03/2024,Unknown,Fintech,CC,US,,,4.0,United States,25.01
17775,07/03/2024,Ransomware,Education,CC,GB,,,8.0,United Kingdom,9.01
17776,07/03/2024,Account Takeover,Education,H,IL,,,16.0,Israel,2.51
17782,08/03/2024,Undisclosed Ivanti vulnerabilities,"Public admin and defence, social security",CE,US,,,4.0,United States,25.01
17784,08/03/2024,Credential Stuffing,"Arts entertainment, recreation",CC,US,,,4.0,United States,25.01
17786,08/03/2024,Account Takeover,"Professional, scientific and technical",CE,US,,,4.0,United States,25.01
17788,08/03/2024,Targeted Attack,"Public admin and defence, social security",CE,LT,,,53.0,Lithuania,0.38
17789,09/03/2024,Vulnerability in an Acuity Tekton CI/CD server,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17791,11/03/2024,Unknown,Accommodation and food service,CC,BE,,,76.0,Belgium,0.18
17792,11/03/2024,DDoS,"Public admin and defence, social security",,FR,,,29.0,France,1.17
17794,11/03/2024,DDoS,Information and communication,CC,RU,,,1.0,Russia,58.39
17796,11/03/2024,Targeted Attack,Unknown,CE,RU,,,1.0,Russia,58.39
17797,11/03/2024,Zoom bombing,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17799,12/03/2024,Scam,Individual,CC,US,,,4.0,United States,25.01
17801,12/03/2024,Ransomware,"Public admin and defence, social security",CC,ZA,,,14.0,South Africa,2.58
17802,12/03/2024,Unknown,Manufacturing,CC,PH,,,27.0,Philippines,1.24
17806,13/03/2024,Ransomware,Manufacturing,CC,US,,,4.0,United States,25.01
17809,13/03/2024,Unknown,"Public admin and defence, social security",CC,FR,,,29.0,France,1.17
17811,13/03/2024,DDoS,"Public admin and defence, social security",H,US,,,4.0,United States,25.01
17813,13/03/2024,Misconfiguration,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17814,13/03/2024,Malvertising,Individual,CC,CN,,,3.0,China,27.86
17817,14/03/2024,GPS Jamming,"Public admin and defence, social security",CW,GB,,,8.0,United Kingdom,9.01
17818,14/03/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17819,15/03/2024,Ransomware,Human health and social work,CC,GB,,,8.0,United Kingdom,9.01
17820,15/03/2024,Ransomware,"Water supply, waste mgmt, remediation",CC,US,,,4.0,United States,25.01
17821,15/03/2024,Ransomware,Education,CC,US,,,4.0,United States,25.01
17826,15/03/2024,Malware,"Professional, scientific and technical",CC,JP,,,93.0,Japan,0.11
17827,15/03/2024,Unknown,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17828,15/03/2024,Malware,Finance and insurance,CC,IN,,,10.0,India,6.13
17829,16/03/2024,Unknown,Information and communication,H,IL,,,16.0,Israel,2.51
17830,17/03/2024,Unknown,Information and communication,CC,US,,,4.0,United States,25.01
17831,17/03/2024,DDoS,"Public admin and defence, social security",CW,RU,,,1.0,Russia,58.39
17834,18/03/2024,Unknown,"Arts entertainment, recreation",CC,US,,,4.0,United States,25.01
17835,18/03/2024,Malware,Multiple Industries,CC,US,,,4.0,United States,25.01
17837,18/03/2024,Unknown,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17838,18/03/2024,Account Takeover,"Arts entertainment, recreation",CC,BE,,,76.0,Belgium,0.18
17840,18/03/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17841,19/03/2024,Scam,Individual,CC,US,,,4.0,United States,25.01
17842,19/03/2024,Ransomware,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17847,19/03/2024,Brute-force,"Arts entertainment, recreation",CC,JP,,,93.0,Japan,0.11
17849,19/03/2024,Malware,Multiple Industries,CC,UA,,,2.0,Ukraine,36.44
17850,19/03/2024,Malware,Multiple Industries,CC,RU,,,1.0,Russia,58.39
17851,19/03/2024,Unknown,"Professional, scientific and technical",CC,CA,,,25.0,Canada,1.34
17852,19/03/2024,Unknown,Information and communication,CW,UA,,,2.0,Ukraine,36.44
17853,19/03/2024,Account Takeover,Fintech,CC,RU,,,1.0,Russia,58.39
17854,19/03/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17857,20/03/2024,Unknown,"Electricity, gas steam, air conditioning",H,IL,,,16.0,Israel,2.51
17859,20/03/2024,Account Takeover,Individual,CC,US,,,4.0,United States,25.01
17860,20/03/2024,Account Takeover,Individual,CC,US,,,4.0,United States,25.01
17862,20/03/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17864,20/03/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17868,21/03/2024,Targeted Attack,Multiple Industries,CE,IL,,,16.0,Israel,2.51
17871,21/03/2024,Unknown,Information and communication,CW,UA,,,2.0,Ukraine,36.44
17872,21/03/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17873,21/03/2024,Malware,Multiple Industries,CC,KR,,,36.0,South Korea,0.79
17876,22/03/2024,Ransomware,Education,CC,US,,,4.0,United States,25.01
17877,22/03/2024,Targeted Attack,"Public admin and defence, social security",CE,DE,,,18.0,Germany,2.17
17878,22/03/2024,Unknown,Information and communication,CW,UA,,,2.0,Ukraine,36.44
17879,22/03/2024,Unknown,Information and communication,CW,UA,,,2.0,Ukraine,36.44
17882,23/03/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
17883,23/03/2024,Vulnerability,Fintech,CC,CH,,,41.0,Switzerland,0.55
17889,25/03/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17891,25/03/2024,Unknown,Other service activities,CC,GB,,,8.0,United Kingdom,9.01
17892,25/03/2024,Account Takeover,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17893,25/03/2024,Unknown,Wholesale and Retail,CC,CA,,,25.0,Canada,1.34
17901,26/03/2024,Ransomware,Human health and social work,CC,GB,,,8.0,United Kingdom,9.01
17908,26/03/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17911,26/03/2024,Targeted Attack,Multiple Industries,CE,KR,,,36.0,South Korea,0.79
17914,27/03/2024,Ransomware,Finance and insurance,CC,VN,,,22.0,Vietnam,1.59
17918,27/03/2024,Targeted Attack,"Public admin and defence, social security",CE,IN,,,10.0,India,6.13
17919,27/03/2024,Unknown,"Public admin and defence, social security",CC,PK,,,44.0,Pakistan,0.51
17920,28/03/2024,Credential Stuffing,Wholesale and retail,CC,US,,,4.0,United States,25.01
17924,28/03/2024,CVE-2023-38831 Vulnerability,Multiple Industries,CE,RU,,,1.0,Russia,58.39
17930,30/03/2024,Unknown,Other service activities,CC,IL,,,16.0,Israel,2.51
17932,30/03/2024,Unknown,Unknown,CC,US,,,4.0,United States,25.01
17933,31/03/2024,Undisclosed vulnerabilities,Wholesale and retail,CC,CN,,,3.0,China,27.86
17934,31/03/2024,Unknown,"Public admin and defence, social security",H,RU,,,1.0,Russia,58.39
17935,01/04/2024,Ransomware,Information and communication,CC,CL,,,54.0,Chile,0.38
17936,01/04/2024,Ransomware,Manufacturing,CC,JP,,,93.0,Japan,0.11
17940,02/04/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17945,02/04/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
17946,02/04/2024,Account Takeover,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17947,02/04/2024,Unknown,Human health and social work,CC,AU,,,34.0,Australia,0.95
17948,02/04/2024,Ransomware,Finance and insurance,CC,US,,,4.0,United States,25.01
17949,03/04/2024,Ransomware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17953,03/04/2024,Account Takeover,"Public admin and defence, social security",CE,GB,,,8.0,United Kingdom,9.01
17955,03/04/2024,Account Takeover,Human health and social work,CC,US,,,4.0,United States,25.01
17957,03/04/2024,Unknown,Other service activities,CC,FR,,,29.0,France,1.17
17958,03/04/2024,Ransomware,Accommodation and food service,CC,US,,,4.0,United States,25.01
17960,03/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17961,03/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17973,04/04/2024,Unknown,"Public admin and defence, social security",H,RU,,,1.0,Russia,58.39
17975,04/04/2024,Account Takeover,Finance and insurance,CC,US,,,4.0,United States,25.01
17977,04/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
17978,04/04/2024,Unknown,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
17979,04/04/2024,Account Takeover,"Public admin and defence, social security",CE,DE,,,18.0,Germany,2.17
17980,04/04/2024,Unknown,"Public admin and defence, social security",H,PH,,,27.0,Philippines,1.24
17981,04/04/2024,Ransomware,Education,CC,US,,,4.0,United States,25.01
17984,05/04/2024,Ransomware,Accommodation and food service,CC,US,,,4.0,United States,25.01
17985,05/04/2024,Unknown,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
17986,05/04/2024,Unknown,Education,CC,CA,,,25.0,Canada,1.34
17987,06/04/2024,Unknown,Wholesale and retail,CC,IN,,,10.0,India,6.13
17988,06/04/2024,Unknown,Other service activities,H,RU,,,1.0,Russia,58.39
17989,06/04/2024,Unknown,"Public admin and defence, social security",H,RU,,,1.0,Russia,58.39
17991,07/04/2024,Misconfiguration,Wholesale and retail,CC,US,,,4.0,United States,25.01
17994,08/04/2024,Unknown,Other service activities,CC,GB,,,8.0,United Kingdom,9.01
17995,08/04/2024,Unknown,Manufacturing,CC,US,,,4.0,United States,25.01
17996,08/04/2024,Unknown,"Arts entertainment, recreation",CC,FR,,,29.0,France,1.17
17997,08/04/2024,Unknown,Information and communication,CW,RU,,,1.0,Russia,58.39
17998,09/04/2024,Ransomware,Multiple Industries,CC,RU,,,1.0,Russia,58.39
18006,09/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
18007,09/04/2024,Ransomware,"Professional, scientific and technical",CC,DE,,,18.0,Germany,2.17
18008,09/04/2024,Ransomware,Education,CC,US,,,4.0,United States,25.01
18010,10/04/2024,Malware,Multiple Industries,CC,RU,,M,1.0,Russia,58.39
18011,10/04/2024,Malware,Multiple Industries,CC,DE,,M,18.0,Germany,2.17
18014,10/04/2024,Deepfake,"Professional, scientific and technical",CC,US,,M,4.0,United States,25.01
18015,10/04/2024,Ransomware,Education,CC,US,,M,4.0,United States,25.01
18016,10/04/2024,Unknown,"Water supply, waste mgmt, remediation",H,RU,,M,1.0,Russia,58.39
18017,10/04/2024,Unknown,Human health and social work,CC,US,,M,4.0,United States,25.01
18019,11/04/2024,Unknown,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
18021,11/04/2024,CVE-2024-3272 and CVE-2024-3273 Vulnerabilities,Unknown,,US,,,4.0,United States,25.01
18028,11/04/2024,Ransomware,"Public admin and defence, social security",CC,FR,,,29.0,France,1.17
18029,12/04/2024,Scam,Individual,CC,US,,,4.0,United States,25.01
18030,12/04/2024,Malware,Administration and support service,CW,RU,,,1.0,Russia,58.39
18031,12/04/2024,Credential Stuffing,"Arts entertainment, recreation",CC,US,,,4.0,United States,25.01
18032,12/04/2024,Ransomware,Manufacturing,CC,NL,,,19.0,Netherlands,1.92
18033,12/04/2024,Unknown,"Professional, scientific and technical",CE,US,,,4.0,United States,25.01
18034,12/04/2024,Unknown,Finance and insurance,CC,AU,,,34.0,Australia,0.95
18036,14/04/2024,Unknown,"Public admin and defence, social security",H,IL,,,16.0,Israel,2.51
18037,15/04/2024,Account Takeover,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
18041,15/04/2024,Unknown,Manufacturing,H,RU,,,1.0,Russia,58.39
18045,16/04/2024,Unknown,Transportation and storage,CW,CZ,,,40.0,Czech Republic,0.59
18047,16/04/2024,Targeted Attack,"Public admin and defence, social security",CE,UA,,,2.0,Ukraine,36.44
18050,16/04/2024,Unknown,Unknown,CC,AR,,,83.0,Argentina,0.14
18051,16/04/2024,Targeted Attack,Individual,CE,PL,,,17.0,Poland,2.22
18052,16/04/2024,Ransomware,Administration and support service,CC,US,,,4.0,United States,25.01
18053,16/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
18054,16/04/2024,Ransomware,Human health and social work,CC,TR,,,28.0,Turkey,1.22
18055,16/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
18056,16/04/2024,Unknown,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
18061,17/04/2024,Malware,Manufacturing,CC,US,,,4.0,United States,25.01
18062,17/04/2024,Malware,Finance and insurance,CC,KR,,,36.0,South Korea,0.79
18064,17/04/2024,Targeted Attack,"Public admin and defence, social security",,UA,,,2.0,Ukraine,36.44
18066,17/04/2024,Ransomware,Human health and social work,CC,FR,,,29.0,France,1.17
18067,17/04/2024,Unknown,Information and communication,CW,LB,,,61.0,Lebanon,0.33
18068,17/04/2024,Coordinated Inauthentic Behavior,Individual,CW,US,,,4.0,United States,25.01
18069,17/04/2024,Unknown,"Water supply, waste mgmt, remediation",CW,US,,,4.0,United States,25.01
18070,17/04/2024,Unknown,"Water supply, waste mgmt, remediation",CW,US,,,4.0,United States,25.01
18071,17/04/2024,Unknown,"Water supply, waste mgmt, remediation",CW,US,,,4.0,United States,25.01
18073,17/04/2024,Ransomware,Information and communication,CC,US,,,4.0,United States,25.01
18074,17/04/2024,Malware,"Public admin and defence, social security",CC,US,,,4.0,United States,25.01
18079,18/04/2024,Ransomware,Information and communication,CC,US,,,4.0,United States,25.01
18081,18/04/2024,Ransomware,"Professional, scientific and technical",CC,US,,,4.0,United States,25.01
18082,18/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
18083,19/04/2024,CVE-2023-46805 and CVE-2024-21887 Vulnerabilities,"Professional, scientific and technical",CE,US,,,4.0,United States,25.01
18086,19/04/2024,Targeted Attack,"Electricity, gas steam, air conditioning",CW,UA,,,2.0,Ukraine,36.44
18088,19/04/2024,Ransomware,Human health and social work,CC,IT,,,35.0,Italy,0.8
18090,19/04/2024,Unknown,Human health and social work,CC,US,,,4.0,United States,25.01
18091,19/04/2024,Vulnerability,Fintech,CC,US,,,4.0,United States,25.01
18092,20/04/2024,Targeted Attack,Manufacturing,CE,DE,,,18.0,Germany,2.17
18097,22/04/2024,Account Takeover,Individual,CC,KR,,,36.0,South Korea,0.79
18098,22/04/2024,Targeted Attack,Multiple Industries,CE,KR,,,36.0,South Korea,0.79
18099,22/04/2024,Unknown,Manufacturing,H,BY,,,12.0,Belarus,3.87
18101,22/04/2024,Ransomware,Human health and social work,CC,ES,,,66.0,Spain,0.27
18102,22/04/2024,Account Takeover,Administration and support service,CC,US,,,4.0,United States,25.01
18105,23/04/2024,Targeted Attack,"Public admin and defence, social security",CE,KR,,,36.0,South Korea,0.79
18106,23/04/2024,Unknown,Information and communication,CC,CZ,,,40.0,Czech Republic,0.59
18108,23/04/2024,DDoS,Information and communication,CC,RU,,,1.0,Russia,58.39
18110,23/04/2024,Ransomware,Transportation and storage,CC,SE,,,71.0,Sweden,0.21
18111,23/04/2024,Unknown,"Water supply, waste mgmt, remediation",H,US,,,4.0,United States,25.01
18112,23/04/2024,Business Email Compromise,Other service activities,CC,US,,,4.0,United States,25.01
18119,24/04/2024,Ransomware,Human health and social work,CC,CH,,,41.0,Switzerland,0.55
18120,24/04/2024,Ransomware,Human health and social work,CC,US,,,4.0,United States,25.01
18121,24/04/2024,Malware,Multiple Industries,CC,US,,,4.0,United States,25.01
18124,25/04/2024,Targeted Attack,"Public admin and defence, social security",CE,UA,,,2.0,Ukraine,36.44
18125,25/04/2024,Account Takeover,Individual,CC,US,,,4.0,United States,25.01
